 SMPL    1952.1   2029.4 ;
 LOAD AG1      ;
  -0.39271600000E-02 -0.23687700000E-02 -0.21623400000E-02 -0.21196800000E-02
  -0.21374400000E-02 -0.22197300000E-02 -0.24598800000E-02 -0.30415300000E-02
  -0.36918100000E-02 -0.43543900000E-02 -0.50378500000E-02 -0.59454100000E-02
  -0.68085700000E-02 -0.77015900000E-02 -0.86773800000E-02 -0.97886200000E-02
  -0.10791350000E-01 -0.11690120000E-01 -0.12379020000E-01 -0.12976800000E-01
  -0.13494010000E-01 -0.13935060000E-01 -0.14282040000E-01 -0.14647900000E-01
  -0.15006930000E-01 -0.15372610000E-01 -0.15730900000E-01 -0.16087310000E-01
  -0.16445220000E-01 -0.16800210000E-01 -0.17153570000E-01 -0.17505560000E-01
  -0.17856400000E-01 -0.18205490000E-01 -0.18553180000E-01 -0.18899470000E-01
  -0.19244310000E-01 -0.19587720000E-01 -0.19929700000E-01 -0.20270260000E-01
 'END' 
 LOAD AG3      ;
   0.00000000000E+00  0.00000000000E+00 -0.89606850000E-01 -0.88002030000E-01
  -0.86404200000E-01 -0.84813260000E-01 -0.83303150000E-01 -0.81874250000E-01
  -0.80452760000E-01 -0.79038640000E-01 -0.77735270000E-01 -0.76542040000E-01
  -0.75355010000E-01 -0.74174200000E-01 -0.73098850000E-01 -0.72128400000E-01
  -0.71163090000E-01 -0.70202900000E-01 -0.69395210000E-01 -0.68738930000E-01
  -0.68086340000E-01 -0.67437380000E-01 -0.67057060000E-01 -0.66943120000E-01
  -0.66829830000E-01 -0.66717140000E-01 -0.66982280000E-01 -0.67621190000E-01
  -0.68255460000E-01 -0.68885140000E-01 -0.69414450000E-01 -0.69844720000E-01
  -0.70272250000E-01 -0.70697110000E-01 -0.71092450000E-01 -0.71458470000E-01
  -0.71822160000E-01 -0.72183510000E-01 -0.72561480000E-01 -0.72956000000E-01
  -0.73348150000E-01 -0.73738000000E-01 -0.75093780000E-01 -0.77400700000E-01
